Ww,Cluster,Product,Period,Scenario,Demand
29,30,1,5,19,4585
29,30,1,5,20,4738
29,30,1,6,1,12067
29,30,1,6,2,8323
29,30,1,6,3,6850
29,30,1,6,4,10171
29,30,1,6,5,9760
29,30,1,6,6,11892
29,30,1,6,7,3644
29,30,1,6,8,4544
29,30,1,6,9,5757
29,30,1,6,10,6962
29,30,1,6,11,5364
29,30,1,6,12,6321
29,30,1,6,13,12819
29,30,1,6,14,11229
29,30,1,6,15,6218
29,30,1,6,16,10653
29,30,1,6,17,13075
29,30,1,6,18,9542
29,30,1,6,19,4511
29,30,1,6,20,4894
29,30,1,7,1,15179
29,30,1,7,2,9595
29,30,1,7,3,8238
29,30,1,7,4,11175
29,30,1,7,5,9660
29,30,1,7,6,13997
29,30,1,7,7,3434
29,30,1,7,8,4261
29,30,1,7,9,6750
29,30,1,7,10,7528
29,30,1,7,11,6197
29,30,1,7,12,6917
29,30,1,7,13,14335
29,30,1,7,14,14585
29,30,1,7,15,7525
29,30,1,7,16,12208
29,30,1,7,17,14616
29,30,1,7,18,11061
29,30,1,7,19,4386
29,30,1,7,20,4904
29,30,1,8,1,17201
29,30,1,8,2,10551
29,30,1,8,3,9341
29,30,1,8,4,15233
29,30,1,8,5,11795
29,30,1,8,6,17317
29,30,1,8,7,2575
29,30,1,8,8,3569
29,30,1,8,9,5798
29,30,1,8,10,8404
29,30,1,8,11,5556
29,30,1,8,12,7268
29,30,1,8,13,18120
29,30,1,8,14,15933
29,30,1,8,15,8189
29,30,1,8,16,13178
29,30,1,8,17,16726
29,30,1,8,18,13203
29,30,1,8,19,3694
29,30,1,8,20,5108
29,30,1,9,1,21904
29,30,1,9,2,11505
29,30,1,9,3,10141
29,30,1,9,4,15625
29,30,1,9,5,16521
29,30,1,9,6,18748
29,30,1,9,7,1768
29,30,1,9,8,3700
29,30,1,9,9,7114
29,30,1,9,10,7323
29,30,1,9,11,6287
29,30,1,9,12,8871
29,30,1,9,13,22162
29,30,1,9,14,18711
29,30,1,9,15,8106
29,30,1,9,16,17971
29,30,1,9,17,22800
29,30,1,9,18,14798
29,30,1,9,19,2991
29,30,1,9,20,5102
29,30,1,10,1,25949
29,30,1,10,2,12348
29,30,1,10,3,10530
29,30,1,10,4,19211
29,30,1,10,5,17739
29,30,1,10,6,19622
29,30,1,10,7,448
29,30,1,10,8,3273
29,30,1,10,9,6707
29,30,1,10,10,7824
29,30,1,10,11,5467
29,30,1,10,12,7772
29,30,1,10,13,24085
29,30,1,10,14,23637
29,30,1,10,15,9118
29,30,1,10,16,18421
29,30,1,10,17,23846
29,30,1,10,18,15405
29,30,1,10,19,2317
29,30,1,10,20,4268
29,30,2,1,1,1092
29,30,2,1,2,1022
29,30,2,1,3,1018
29,30,2,1,4,1059
29,30,2,1,5,1130
29,30,2,1,6,1184
29,30,2,1,7,913
29,30,2,1,8,942
29,30,2,1,9,1220
29,30,2,1,10,1111
29,30,2,1,11,1015
29,30,2,1,12,1203
29,30,2,1,13,1207
29,30,2,1,14,1111
29,30,2,1,15,923
29,30,2,1,16,1095
29,30,2,1,17,1179
29,30,2,1,18,1212
29,30,2,1,19,1101
29,30,2,1,20,1016
29,30,2,2,1,2659
29,30,2,2,2,2302
29,30,2,2,3,1960
29,30,2,2,4,2353
29,30,2,2,5,2413
29,30,2,2,6,2398
29,30,2,2,7,1667
29,30,2,2,8,1787
29,30,2,2,9,1931
29,30,2,2,10,2022
29,30,2,2,11,1982
29,30,2,2,12,2137
29,30,2,2,13,2329
29,30,2,2,14,2360
29,30,2,2,15,2045
29,30,2,2,16,2128
29,30,2,2,17,2779
29,30,2,2,18,2384
29,30,2,2,19,1751
29,30,2,2,20,1750
29,30,2,3,1,4587
29,30,2,3,2,3760
29,30,2,3,3,3745
29,30,2,3,4,4472
29,30,2,3,5,4460
29,30,2,3,6,4662
29,30,2,3,7,2895
29,30,2,3,8,3260
29,30,2,3,9,3549
29,30,2,3,10,3261
29,30,2,3,11,3257
29,30,2,3,12,3470
29,30,2,3,13,5336
29,30,2,3,14,4851
29,30,2,3,15,3088
29,30,2,3,16,4548
29,30,2,3,17,4682
29,30,2,3,18,3879
29,30,2,3,19,2772
29,30,2,3,20,2863
29,30,2,4,1,6368
29,30,2,4,2,4970
29,30,2,4,3,4809
29,30,2,4,4,5083
29,30,2,4,5,5264
29,30,2,4,6,6018
29,30,2,4,7,2987
29,30,2,4,8,3110
29,30,2,4,9,3704
29,30,2,4,10,3806
29,30,2,4,11,3885
29,30,2,4,12,4498
29,30,2,4,13,6943
29,30,2,4,14,6048
29,30,2,4,15,3828
29,30,2,4,16,5469
29,30,2,4,17,6632
29,30,2,4,18,5587
29,30,2,4,19,2958
29,30,2,4,20,3851
29,30,2,5,1,7310
29,30,2,5,2,5692
29,30,2,5,3,5130
29,30,2,5,4,7629
29,30,2,5,5,5436
29,30,2,5,6,7210
29,30,2,5,7,2990
29,30,2,5,8,3947
29,30,2,5,9,4210
29,30,2,5,10,4608
29,30,2,5,11,3835
29,30,2,5,12,4273
29,30,2,5,13,8914
29,30,2,5,14,7870
29,30,2,5,15,4139
29,30,2,5,16,7057
29,30,2,5,17,8452
29,30,2,5,18,6687
29,30,2,5,19,3225
29,30,2,5,20,3916
29,30,2,6,1,9527
29,30,2,6,2,6921
29,30,2,6,3,5485
29,30,2,6,4,8333
29,30,2,6,5,6773
29,30,2,6,6,9582
29,30,2,6,7,3007
29,30,2,6,8,3577
29,30,2,6,9,4506
29,30,2,6,10,5909
29,30,2,6,11,4309
29,30,2,6,12,5384
29,30,2,6,13,10894
29,30,2,6,14,9525
29,30,2,6,15,5126
29,30,2,6,16,8305
29,30,2,6,17,9060
29,30,2,6,18,8107
29,30,2,6,19,3192
29,30,2,6,20,3781
29,30,2,7,1,11473
29,30,2,7,2,9096
29,30,2,7,3,6134
29,30,2,7,4,9632
29,30,2,7,5,9788
29,30,2,7,6,11313
29,30,2,7,7,2651
29,30,2,7,8,3822
29,30,2,7,9,4940
29,30,2,7,10,5628
29,30,2,7,11,4545
29,30,2,7,12,5856
29,30,2,7,13,11836
29,30,2,7,14,12956
29,30,2,7,15,5777
29,30,2,7,16,10915
29,30,2,7,17,12804
29,30,2,7,18,9115
29,30,2,7,19,3408
29,30,2,7,20,4029
29,30,2,8,1,15238
29,30,2,8,2,9119
29,30,2,8,3,7356
29,30,2,8,4,11354
29,30,2,8,5,10584
29,30,2,8,6,13721
29,30,2,8,7,2246
29,30,2,8,8,3371
29,30,2,8,9,5067
29,30,2,8,10,5980
29,30,2,8,11,5257
29,30,2,8,12,5561
29,30,2,8,13,15054
29,30,2,8,14,14239
29,30,2,8,15,6717
29,30,2,8,16,12224
29,30,2,8,17,15433
29,30,2,8,18,9591
29,30,2,8,19,3541
29,30,2,8,20,4120
29,30,2,9,1,18278
29,30,2,9,2,9006
29,30,2,9,3,8926
29,30,2,9,4,13752
29,30,2,9,5,11908
29,30,2,9,6,15917
29,30,2,9,7,1451
29,30,2,9,8,3602
29,30,2,9,9,5293
29,30,2,9,10,6993
29,30,2,9,11,4735
29,30,2,9,12,6017
29,30,2,9,13,18307
29,30,2,9,14,16012
29,30,2,9,15,6192
29,30,2,9,16,13532
29,30,2,9,17,16054
29,30,2,9,18,12250
29,30,2,9,19,2972
29,30,2,9,20,3698
29,30,2,10,1,18957
29,30,2,10,2,10737
29,30,2,10,3,8761
29,30,2,10,4,14330
29,30,2,10,5,12897
29,30,2,10,6,18882
29,30,2,10,7,355
29,30,2,10,8,2826
29,30,2,10,9,5799
29,30,2,10,10,7665
29,30,2,10,11,4485
29,30,2,10,12,7021
29,30,2,10,13,23235
29,30,2,10,14,21025
29,30,2,10,15,6748
29,30,2,10,16,14911
29,30,2,10,17,21355
29,30,2,10,18,15144
29,30,2,10,19,2047
29,30,2,10,20,3236
29,30,3,1,1,8196
29,30,3,1,2,8872
29,30,3,1,3,7489
29,30,3,1,4,9247
29,30,3,1,5,8686
29,30,3,1,6,7836
29,30,3,1,7,7369
29,30,3,1,8,7226
29,30,3,1,9,7285
29,30,3,1,10,7737
29,30,3,1,11,8477
29,30,3,1,12,8285
29,30,3,1,13,9605
29,30,3,1,14,10088
29,30,3,1,15,7246
29,30,3,1,16,8172
29,30,3,1,17,8542
29,30,3,1,18,8851
29,30,3,1,19,8140
29,30,3,1,20,8128
29,30,3,2,1,18219
29,30,3,2,2,14354
29,30,3,2,3,13877
29,30,3,2,4,18135
29,30,3,2,5,16830
29,30,3,2,6,18028
29,30,3,2,7,11584
29,30,3,2,8,11612
29,30,3,2,9,14052
29,30,3,2,10,14505
29,30,3,2,11,12960
29,30,3,2,12,15063
29,30,3,2,13,16734
29,30,3,2,14,17684
29,30,3,2,15,13874
29,30,3,2,16,15944
29,30,3,2,17,16707
29,30,3,2,18,14572
29,30,3,2,19,13409
29,30,3,2,20,11471
29,30,3,3,1,33560
29,30,3,3,2,23746
29,30,3,3,3,20629
29,30,3,3,4,28237
29,30,3,3,5,23631
29,30,3,3,6,31809
29,30,3,3,7,18120
29,30,3,3,8,17771
29,30,3,3,9,20351
29,30,3,3,10,21214
29,30,3,3,11,20695
29,30,3,3,12,21596
29,30,3,3,13,32049
29,30,3,3,14,27290
29,30,3,3,15,21293
29,30,3,3,16,25588
29,30,3,3,17,33756
29,30,3,3,18,28315
29,30,3,3,19,18374
29,30,3,3,20,18088
29,30,3,4,1,36867
29,30,3,4,2,29285
29,30,3,4,3,24409
29,30,3,4,4,34779
29,30,3,4,5,33397
29,30,3,4,6,36510
29,30,3,4,7,16683
29,30,3,4,8,21534
29,30,3,4,9,23589
29,30,3,4,10,24332
29,30,3,4,11,21381
29,30,3,4,12,22657
29,30,3,4,13,43354
29,30,3,4,14,41810
29,30,3,4,15,27988
29,30,3,4,16,36595
29,30,3,4,17,37791
29,30,3,4,18,31900
29,30,3,4,19,22271
29,30,3,4,20,23020
29,30,3,5,1,46643
29,30,3,5,2,38027
29,30,3,5,3,34930
29,30,3,5,4,46838
29,30,3,5,5,42272
29,30,3,5,6,48398
29,30,3,5,7,21005
29,30,3,5,8,22884
29,30,3,5,9,30547
29,30,3,5,10,29871
29,30,3,5,11,26738
29,30,3,5,12,27832
29,30,3,5,13,54754
29,30,3,5,14,49860
29,30,3,5,15,28671
29,30,3,5,16,45961
29,30,3,5,17,50734
29,30,3,5,18,47774
29,30,3,5,19,23071
29,30,3,5,20,23828
29,30,3,6,1,64630
29,30,3,6,2,42977
29,30,3,6,3,39339
29,30,3,6,4,52180
29,30,3,6,5,48744
29,30,3,6,6,51262
29,30,3,6,7,17736
29,30,3,6,8,22372
29,30,3,6,9,28012
29,30,3,6,10,31877
29,30,3,6,11,29607
29,30,3,6,12,34452
29,30,3,6,13,70210
29,30,3,6,14,59782
29,30,3,6,15,31380
29,30,3,6,16,58571
29,30,3,6,17,61281
29,30,3,6,18,47943
29,30,3,6,19,24136
29,30,3,6,20,24887
29,30,3,7,1,88949
29,30,3,7,2,48903
29,30,3,7,3,43722
29,30,3,7,4,69403
29,30,3,7,5,63536
29,30,3,7,6,84258
29,30,3,7,7,18886
29,30,3,7,8,26241
29,30,3,7,9,36576
29,30,3,7,10,43462
29,30,3,7,11,31913
29,30,3,7,12,35805
29,30,3,7,13,83434
29,30,3,7,14,84909
29,30,3,7,15,37613
29,30,3,7,16,60722
29,30,3,7,17,82708
29,30,3,7,18,63015
29,30,3,7,19,23224
29,30,3,7,20,28633
29,30,3,8,1,107189
29,30,3,8,2,68330
29,30,3,8,3,52854
29,30,3,8,4,85731
29,30,3,8,5,74727
29,30,3,8,6,88179
29,30,3,8,7,14889
29,30,3,8,8,26028
29,30,3,8,9,37915
29,30,3,8,10,48413
29,30,3,8,11,33869
29,30,3,8,12,46862
29,30,3,8,13,110172
29,30,3,8,14,103351
29,30,3,8,15,41315
29,30,3,8,16,80461
29,30,3,8,17,108972
29,30,3,8,18,81687
29,30,3,8,19,20853
29,30,3,8,20,26944
29,30,3,9,1,113644
29,30,3,9,2,71358
29,30,3,9,3,55664
29,30,3,9,4,101876
29,30,3,9,5,90885
29,30,3,9,6,100821
29,30,3,9,7,9704
29,30,3,9,8,23496
29,30,3,9,9,38255
29,30,3,9,10,50242
29,30,3,9,11,33823
29,30,3,9,12,44471
29,30,3,9,13,140308
29,30,3,9,14,111495
29,30,3,9,15,45797
29,30,3,9,16,84014
29,30,3,9,17,112113
29,30,3,9,18,84167
29,30,3,9,19,16978
29,30,3,9,20,27231
29,30,3,10,1,134536
29,30,3,10,2,73830
29,30,3,10,3,60172
29,30,3,10,4,109615
29,30,3,10,5,87821
29,30,3,10,6,115158
29,30,3,10,7,2716
29,30,3,10,8,20684
29,30,3,10,9,33659
29,30,3,10,10,45486
29,30,3,10,11,29642
29,30,3,10,12,45496
29,30,3,10,13,149890
29,30,3,10,14,131871
29,30,3,10,15,43986
29,30,3,10,16,107670
29,30,3,10,17,141556
29,30,3,10,18,100768
29,30,3,10,19,13540
29,30,3,10,20,24428
29,30,4,1,1,1317
29,30,4,1,2,1211
29,30,4,1,3,1118
29,30,4,1,4,1227
29,30,4,1,5,1135
29,30,4,1,6,1278
29,30,4,1,7,998
29,30,4,1,8,1153
29,30,4,1,9,1105
29,30,4,1,10,1147
29,30,4,1,11,1255
29,30,4,1,12,1232
29,30,4,1,13,1427
29,30,4,1,14,1365
29,30,4,1,15,1275
29,30,4,1,16,1160
29,30,4,1,17,1373
29,30,4,1,18,1201
29,30,4,1,19,1021
29,30,4,1,20,1202
29,30,4,2,1,2700
29,30,4,2,2,2392
29,30,4,2,3,2604
29,30,4,2,4,2445
29,30,4,2,5,2522
29,30,4,2,6,2608
29,30,4,2,7,2038
29,30,4,2,8,2040
29,30,4,2,9,2156
29,30,4,2,10,2365
29,30,4,2,11,2017
29,30,4,2,12,2192
29,30,4,2,13,3049
29,30,4,2,14,2818
29,30,4,2,15,2532
29,30,4,2,16,2453
29,30,4,2,17,2964
29,30,4,2,18,2674
29,30,4,2,19,1869
29,30,4,2,20,2234
29,30,4,3,1,3898
29,30,4,3,2,3275
29,30,4,3,3,3574
29,30,4,3,4,3733
29,30,4,3,5,3517
29,30,4,3,6,3615
29,30,4,3,7,2750
29,30,4,3,8,2561
29,30,4,3,9,2969
29,30,4,3,10,2989
29,30,4,3,11,2925
29,30,4,3,12,2788
29,30,4,3,13,4899
29,30,4,3,14,4228
29,30,4,3,15,3062
29,30,4,3,16,3953
29,30,4,3,17,4617
29,30,4,3,18,3880
29,30,4,3,19,2776
29,30,4,3,20,2385
29,30,4,4,1,6385
29,30,4,4,2,4518
29,30,4,4,3,4247
29,30,4,4,4,4923
29,30,4,4,5,4486
29,30,4,4,6,5244
29,30,4,4,7,2840
29,30,4,4,8,2925
29,30,4,4,9,3225
29,30,4,4,10,3903
29,30,4,4,11,3090
29,30,4,4,12,3577
29,30,4,4,13,6189
29,30,4,4,14,5711
29,30,4,4,15,3857
29,30,4,4,16,5097
29,30,4,4,17,6148
29,30,4,4,18,4949
29,30,4,4,19,3146
29,30,4,4,20,3330
29,30,4,5,1,7562
29,30,4,5,2,5706
29,30,4,5,3,4595
29,30,4,5,4,5893
29,30,4,5,5,5832
29,30,4,5,6,6764
29,30,4,5,7,2863
29,30,4,5,8,3192
29,30,4,5,9,4017
29,30,4,5,10,4639
29,30,4,5,11,4048
29,30,4,5,12,4272
29,30,4,5,13,8846
29,30,4,5,14,7647
29,30,4,5,15,4511
29,30,4,5,16,6677
29,30,4,5,17,7300
29,30,4,5,18,6434
29,30,4,5,19,3333
29,30,4,5,20,3264
29,30,4,6,1,8910
29,30,4,6,2,7047
29,30,4,6,3,6172
29,30,4,6,4,8089
29,30,4,6,5,7668
29,30,4,6,6,10236
29,30,4,6,7,2994
29,30,4,6,8,4017
29,30,4,6,9,4656
29,30,4,6,10,4905
29,30,4,6,11,4526
29,30,4,6,12,5518
29,30,4,6,13,10830
29,30,4,6,14,9232
29,30,4,6,15,4992
29,30,4,6,16,8232
29,30,4,6,17,10689
29,30,4,6,18,7327
29,30,4,6,19,3737
29,30,4,6,20,4137
29,30,4,7,1,12504
29,30,4,7,2,7647
29,30,4,7,3,6378
29,30,4,7,4,9503
29,30,4,7,5,9911
29,30,4,7,6,10725
29,30,4,7,7,2559
29,30,4,7,8,3950
29,30,4,7,9,5121
29,30,4,7,10,6543
29,30,4,7,11,4539
29,30,4,7,12,5668
29,30,4,7,13,12148
29,30,4,7,14,11598
29,30,4,7,15,6689
29,30,4,7,16,10489
29,30,4,7,17,11466
29,30,4,7,18,9787
29,30,4,7,19,3530
29,30,4,7,20,4220
29,30,4,8,1,15453
29,30,4,8,2,9247
29,30,4,8,3,7202
29,30,4,8,4,11673
29,30,4,8,5,9995
29,30,4,8,6,13425
29,30,4,8,7,1976
29,30,4,8,8,3780
29,30,4,8,9,5122
29,30,4,8,10,6446
29,30,4,8,11,4995
29,30,4,8,12,5712
29,30,4,8,13,14369
29,30,4,8,14,13590
29,30,4,8,15,5933
29,30,4,8,16,12714
29,30,4,8,17,14369
29,30,4,8,18,10930
29,30,4,8,19,3051
29,30,4,8,20,3985
29,30,4,9,1,16783
29,30,4,9,2,8864
29,30,4,9,3,7408
29,30,4,9,4,14903
29,30,4,9,5,12198
29,30,4,9,6,15410
29,30,4,9,7,1214
29,30,4,9,8,3513
29,30,4,9,9,5403
29,30,4,9,10,6950
29,30,4,9,11,4502
29,30,4,9,12,6211
29,30,4,9,13,18697
29,30,4,9,14,18049
29,30,4,9,15,6575
29,30,4,9,16,14984
29,30,4,9,17,18069
29,30,4,9,18,13333
29,30,4,9,19,2713
29,30,4,9,20,4176
29,30,4,10,1,20422
29,30,4,10,2,10813
29,30,4,10,3,7921
29,30,4,10,4,16699
29,30,4,10,5,13181
29,30,4,10,6,18966
29,30,4,10,7,394
29,30,4,10,8,2796
29,30,4,10,9,5499
29,30,4,10,10,6621
29,30,4,10,11,4542
29,30,4,10,12,6005
29,30,4,10,13,20682
29,30,4,10,14,18699
29,30,4,10,15,6762
29,30,4,10,16,14505
29,30,4,10,17,20290
29,30,4,10,18,13031
29,30,4,10,19,2068
29,30,4,10,20,3680
30,31,1,1,1,467
30,31,1,1,2,493
30,31,1,1,3,474
30,31,1,1,4,591
30,31,1,1,5,569
30,31,1,1,6,479
30,31,1,1,7,444
30,31,1,1,8,429
30,31,1,1,9,510
30,31,1,1,10,460
30,31,1,1,11,570
30,31,1,1,12,538
30,31,1,1,13,489
30,31,1,1,14,631
30,31,1,1,15,541
30,31,1,1,16,645
30,31,1,1,17,484
30,31,1,1,18,526
30,31,1,1,19,461
30,31,1,1,20,428
30,31,1,2,1,1298
30,31,1,2,2,1126
30,31,1,2,3,1416
30,31,1,2,4,1364
30,31,1,2,5,1572
30,31,1,2,6,1388
30,31,1,2,7,935
30,31,1,2,8,1166
30,31,1,2,9,985
30,31,1,2,10,1114
30,31,1,2,11,1112
30,31,1,2,12,1253
30,31,1,2,13,1215
30,31,1,2,14,1297
30,31,1,2,15,1223
30,31,1,2,16,1435
30,31,1,2,17,1452
30,31,1,2,18,1158
30,31,1,2,19,1118
30,31,1,2,20,1015
30,31,1,3,1,2226
30,31,1,3,2,1310
30,31,1,3,3,1548
30,31,1,3,4,1955
30,31,1,3,5,1580
30,31,1,3,6,1824
30,31,1,3,7,1182
30,31,1,3,8,1248
30,31,1,3,9,1372
30,31,1,3,10,1442
30,31,1,3,11,1509
30,31,1,3,12,1511
30,31,1,3,13,2299
30,31,1,3,14,1734
30,31,1,3,15,1308
30,31,1,3,16,1966
30,31,1,3,17,1819
30,31,1,3,18,1625
30,31,1,3,19,1107
30,31,1,3,20,1198
30,31,1,4,1,2810
30,31,1,4,2,2216
30,31,1,4,3,2345
30,31,1,4,4,2965
30,31,1,4,5,2796
30,31,1,4,6,2543
30,31,1,4,7,1626
30,31,1,4,8,1598
30,31,1,4,9,2213
30,31,1,4,10,2052
30,31,1,4,11,1741
30,31,1,4,12,1703
30,31,1,4,13,3419
30,31,1,4,14,3055
30,31,1,4,15,2325
30,31,1,4,16,2702
30,31,1,4,17,3855
30,31,1,4,18,2904
30,31,1,4,19,1768
30,31,1,4,20,1522
30,31,1,5,1,4058
30,31,1,5,2,2381
30,31,1,5,3,3045
30,31,1,5,4,3826
30,31,1,5,5,2958
30,31,1,5,6,4272
30,31,1,5,7,1589
30,31,1,5,8,2131
30,31,1,5,9,2443
30,31,1,5,10,2144
30,31,1,5,11,2412
30,31,1,5,12,2604
30,31,1,5,13,3749
30,31,1,5,14,4187
30,31,1,5,15,2596
30,31,1,5,16,3478
30,31,1,5,17,4977
30,31,1,5,18,3896
30,31,1,5,19,1818
30,31,1,5,20,2343
30,31,1,6,1,5376
30,31,1,6,2,2787
30,31,1,6,3,2795
30,31,1,6,4,4525
30,31,1,6,5,3559
30,31,1,6,6,4680
30,31,1,6,7,1340
30,31,1,6,8,1896
30,31,1,6,9,1844
30,31,1,6,10,2411
30,31,1,6,11,2259
30,31,1,6,12,2238
30,31,1,6,13,4158
30,31,1,6,14,4163
30,31,1,6,15,2385
30,31,1,6,16,4198
30,31,1,6,17,4139
30,31,1,6,18,3981
30,31,1,6,19,1816
30,31,1,6,20,1578
30,31,1,7,1,5916
30,31,1,7,2,3971
30,31,1,7,3,3956
30,31,1,7,4,6377
30,31,1,7,5,4985
30,31,1,7,6,5756
30,31,1,7,7,1329
30,31,1,7,8,2352
30,31,1,7,9,2333
30,31,1,7,10,3465
30,31,1,7,11,2063
30,31,1,7,12,2584
30,31,1,7,13,5573
30,31,1,7,14,6412
30,31,1,7,15,2394
30,31,1,7,16,5440
30,31,1,7,17,6437
30,31,1,7,18,5568
30,31,1,7,19,1645
30,31,1,7,20,2270
30,31,1,8,1,6518
30,31,1,8,2,4043
30,31,1,8,3,3718
30,31,1,8,4,6909
30,31,1,8,5,4452
30,31,1,8,6,5749
30,31,1,8,7,1179
30,31,1,8,8,1910
30,31,1,8,9,2189
30,31,1,8,10,2949
30,31,1,8,11,1973
30,31,1,8,12,3000
30,31,1,8,13,9211
30,31,1,8,14,6070
30,31,1,8,15,3126
30,31,1,8,16,6697
30,31,1,8,17,7171
30,31,1,8,18,5489
30,31,1,8,19,1699
30,31,1,8,20,1674
30,31,1,9,1,9451
30,31,1,9,2,4675
30,31,1,9,3,3527
30,31,1,9,4,6369
30,31,1,9,5,6724
30,31,1,9,6,6212
30,31,1,9,7,629
30,31,1,9,8,1737
30,31,1,9,9,3070
30,31,1,9,10,3687
30,31,1,9,11,1950
30,31,1,9,12,3058
30,31,1,9,13,8962
30,31,1,9,14,7998
30,31,1,9,15,3089
30,31,1,9,16,7328
30,31,1,9,17,9052
30,31,1,9,18,5172
30,31,1,9,19,1304
30,31,1,9,20,1605
30,31,1,10,1,9104
30,31,1,10,2,5955
30,31,1,10,3,4780
30,31,1,10,4,6385
30,31,1,10,5,7302
30,31,1,10,6,9477
30,31,1,10,7,167
30,31,1,10,8,1220
30,31,1,10,9,2658
30,31,1,10,10,3119
30,31,1,10,11,1973
30,31,1,10,12,3454
30,31,1,10,13,12318
30,31,1,10,14,8523
30,31,1,10,15,3227
30,31,1,10,16,7751
30,31,1,10,17,10991
30,31,1,10,18,6643
30,31,1,10,19,1156
30,31,1,10,20,1922
30,31,2,1,1,457
30,31,2,1,2,351
30,31,2,1,3,443
30,31,2,1,4,355
30,31,2,1,5,359
30,31,2,1,6,474
30,31,2,1,7,375
30,31,2,1,8,340
30,31,2,1,9,369
30,31,2,1,10,412
30,31,2,1,11,316
30,31,2,1,12,350
30,31,2,1,13,479
30,31,2,1,14,382
30,31,2,1,15,439
30,31,2,1,16,391
30,31,2,1,17,503
30,31,2,1,18,469
30,31,2,1,19,366
30,31,2,1,20,376
30,31,2,2,1,1013
30,31,2,2,2,972
30,31,2,2,3,705
30,31,2,2,4,717
30,31,2,2,5,988
30,31,2,2,6,849
30,31,2,2,7,767
30,31,2,2,8,755
30,31,2,2,9,746
30,31,2,2,10,700
30,31,2,2,11,838
30,31,2,2,12,663
30,31,2,2,13,1157
30,31,2,2,14,1055
30,31,2,2,15,878
30,31,2,2,16,818
30,31,2,2,17,1113
30,31,2,2,18,938
30,31,2,2,19,740
30,31,2,2,20,812
30,31,2,3,1,1728
30,31,2,3,2,1417
30,31,2,3,3,1159
30,31,2,3,4,1154
30,31,2,3,5,1219
30,31,2,3,6,1511
30,31,2,3,7,827
30,31,2,3,8,887
30,31,2,3,9,1133
30,31,2,3,10,1016
30,31,2,3,11,866
30,31,2,3,12,942
30,31,2,3,13,1257
30,31,2,3,14,1191
30,31,2,3,15,1156
30,31,2,3,16,1090
30,31,2,3,17,1601
30,31,2,3,18,1261
30,31,2,3,19,907
30,31,2,3,20,893
30,31,2,4,1,2220
30,31,2,4,2,1763
30,31,2,4,3,1840
30,31,2,4,4,1607
30,31,2,4,5,1796
30,31,2,4,6,2123
30,31,2,4,7,1105
30,31,2,4,8,1155
30,31,2,4,9,1190
30,31,2,4,10,1482
30,31,2,4,11,1381
30,31,2,4,12,1592
30,31,2,4,13,2197
30,31,2,4,14,1928
30,31,2,4,15,1345
30,31,2,4,16,1722
30,31,2,4,17,2369
30,31,2,4,18,2166
30,31,2,4,19,1265
30,31,2,4,20,1452
30,31,2,5,1,3252
30,31,2,5,2,1949
30,31,2,5,3,2017
30,31,2,5,4,2391
30,31,2,5,5,2089
30,31,2,5,6,2276
30,31,2,5,7,1193
30,31,2,5,8,1288
30,31,2,5,9,1638
30,31,2,5,10,1716
30,31,2,5,11,1575
30,31,2,5,12,1831
30,31,2,5,13,2497
30,31,2,5,14,3134
30,31,2,5,15,1956
30,31,2,5,16,2896
30,31,2,5,17,2523
30,31,2,5,18,2139
30,31,2,5,19,1309
30,31,2,5,20,1172
30,31,2,6,1,3044
30,31,2,6,2,2402
30,31,2,6,3,2144
30,31,2,6,4,2746
30,31,2,6,5,2725
30,31,2,6,6,2898
30,31,2,6,7,741
30,31,2,6,8,955
30,31,2,6,9,1313
30,31,2,6,10,1394
30,31,2,6,11,1204
30,31,2,6,12,1810
30,31,2,6,13,3516
30,31,2,6,14,3598
30,31,2,6,15,1961
30,31,2,6,16,2877
30,31,2,6,17,2822
30,31,2,6,18,2817
30,31,2,6,19,961
30,31,2,6,20,1506
30,31,2,7,1,3431
30,31,2,7,2,2846
30,31,2,7,3,2499
30,31,2,7,4,3075
30,31,2,7,5,2947
30,31,2,7,6,3515
30,31,2,7,7,918
30,31,2,7,8,1014
30,31,2,7,9,1708
30,31,2,7,10,1749
30,31,2,7,11,1512
30,31,2,7,12,1865
30,31,2,7,13,3696
30,31,2,7,14,4468
30,31,2,7,15,2040
30,31,2,7,16,2948
30,31,2,7,17,4184
30,31,2,7,18,3468
30,31,2,7,19,1104
30,31,2,7,20,1480
30,31,2,8,1,4775
30,31,2,8,2,2761
30,31,2,8,3,2444
30,31,2,8,4,4224
30,31,2,8,5,2963
30,31,2,8,6,5121
30,31,2,8,7,683
30,31,2,8,8,1271
30,31,2,8,9,1808
30,31,2,8,10,1726
30,31,2,8,11,1894
30,31,2,8,12,2322
30,31,2,8,13,4897
30,31,2,8,14,3840
30,31,2,8,15,2443
30,31,2,8,16,4366
30,31,2,8,17,6010
30,31,2,8,18,3477
30,31,2,8,19,1181
30,31,2,8,20,1626
30,31,2,9,1,5626
30,31,2,9,2,3526
30,31,2,9,3,3026
30,31,2,9,4,4902
30,31,2,9,5,3715
30,31,2,9,6,5875
30,31,2,9,7,411
30,31,2,9,8,1051
30,31,2,9,9,1774
30,31,2,9,10,1991
30,31,2,9,11,1697
30,31,2,9,12,2410
30,31,2,9,13,5476
30,31,2,9,14,4724
30,31,2,9,15,1955
30,31,2,9,16,4914
30,31,2,9,17,4925
30,31,2,9,18,4871
30,31,2,9,19,1055
