Ww,Cluster,Product,Period,Demand
64,65,2,4,36861
64,65,2,5,47977
64,65,2,6,58398
64,65,2,7,66128
64,65,2,8,74475
64,65,2,9,85239
64,65,2,10,94174
64,65,3,1,89016
64,65,3,2,180503
64,65,3,3,277179
64,65,3,4,358773
64,65,3,5,464612
64,65,3,6,548006
64,65,3,7,632819
64,65,3,8,722008
64,65,3,9,791912
64,65,3,10,887240
64,65,4,1,11052
64,65,4,2,23271
64,65,4,3,35347
64,65,4,4,46176
64,65,4,5,55891
64,65,4,6,69584
64,65,4,7,78036
64,65,4,8,91724
64,65,4,9,102014
64,65,4,10,113193
65,66,1,1,16
65,66,1,2,31
65,66,1,3,46
65,66,1,4,69
65,66,1,5,94
65,66,1,6,113
65,66,1,7,114
65,66,1,8,142
65,66,1,9,157
65,66,1,10,174
65,66,2,1,9
65,66,2,2,19
65,66,2,3,31
65,66,2,4,43
65,66,2,5,54
65,66,2,6,59
65,66,2,7,72
65,66,2,8,82
65,66,2,9,91
65,66,2,10,98
65,66,3,1,96
65,66,3,2,142
65,66,3,3,283
65,66,3,4,311
65,66,3,5,394
65,66,3,6,531
65,66,3,7,606
65,66,3,8,661
65,66,3,9,746
65,66,3,10,842
65,66,4,1,10
65,66,4,2,22
65,66,4,3,34
65,66,4,4,42
65,66,4,5,49
65,66,4,6,62
65,66,4,7,74
65,66,4,8,86
65,66,4,9,98
65,66,4,10,108
66,67,1,1,32292
66,67,1,2,62401
66,67,1,3,95220
66,67,1,4,124298
66,67,1,5,158477
66,67,1,6,189899
66,67,1,7,218466
66,67,1,8,248251
66,67,1,9,285424
66,67,1,10,316292
66,67,2,1,21590
66,67,2,2,43509
66,67,2,3,62529
66,67,2,4,84343
66,67,2,5,110541
66,67,2,6,128438
66,67,2,7,148815
66,67,2,8,174184
66,67,2,9,196870
66,67,2,10,219099
66,67,3,1,199518
66,67,3,2,395746
66,67,3,3,593808
66,67,3,4,751785
66,67,3,5,1010615
66,67,3,6,1169625
66,67,3,7,1372669
66,67,3,8,1566754
66,67,3,9,1757585
66,67,3,10,1957260
66,67,4,1,28458
66,67,4,2,58823
66,67,4,3,87424
66,67,4,4,116033
66,67,4,5,142324
66,67,4,6,177365
66,67,4,7,200782
66,67,4,8,229073
66,67,4,9,258370
66,67,4,10,286256
67,68,1,1,1549
67,68,1,2,2773
67,68,1,3,5164
67,68,1,4,6459
67,68,1,5,8040
67,68,1,6,9697
67,68,1,7,10573
67,68,1,8,12427
67,68,1,9,13978
67,68,1,10,15549
67,68,2,1,1134
67,68,2,2,2424
67,68,2,3,3139
67,68,2,4,4727
67,68,2,5,5402
67,68,2,6,6639
67,68,2,7,7779
67,68,2,8,9081
67,68,2,9,9763
67,68,2,10,10917
67,68,3,1,7164
67,68,3,2,14658
67,68,3,3,21816
67,68,3,4,29130
67,68,3,5,36241
67,68,3,6,43102
67,68,3,7,51949
67,68,3,8,57019
67,68,3,9,66638
67,68,3,10,73020
67,68,4,1,1250
67,68,4,2,2093
67,68,4,3,3545
67,68,4,4,4976
67,68,4,5,5879
67,68,4,6,7070
67,68,4,7,8250
67,68,4,8,9067
67,68,4,9,10242
67,68,4,10,11417
68,69,1,1,118
68,69,1,2,187
68,69,1,3,339
68,69,1,4,378
68,69,1,5,473
68,69,1,6,638
68,69,1,7,742
68,69,1,8,886
68,69,1,9,955
68,69,1,10,1046
68,69,2,1,199
68,69,2,2,292
68,69,2,3,507
68,69,2,4,713
68,69,2,5,813
68,69,2,6,1023
68,69,2,7,1108
68,69,2,8,1310
68,69,2,9,1481
68,69,2,10,1673
68,69,3,1,728
68,69,3,2,1492
68,69,3,3,2084
68,69,3,4,2718
68,69,3,5,3149
68,69,3,6,4448
68,69,3,7,4624
68,69,3,8,5754
68,69,3,9,6384
68,69,3,10,6842
68,69,4,1,274
68,69,4,2,638
68,69,4,3,872
68,69,4,4,1247
68,69,4,5,1350
68,69,4,6,1732
68,69,4,7,1884
68,69,4,8,2352
68,69,4,9,2493
68,69,4,10,2870
69,70,1,1,1294
69,70,1,2,2925
69,70,1,3,3767
69,70,1,4,4841
69,70,1,5,6515
69,70,1,6,7492
69,70,1,7,8844
69,70,1,8,10516
69,70,1,9,11226
69,70,1,10,12952
69,70,2,1,610
69,70,2,2,1294
69,70,2,3,1791
69,70,2,4,2226
69,70,2,5,2812
69,70,2,6,3561
69,70,2,7,4392
69,70,2,8,4802
69,70,2,9,5372
69,70,2,10,6042
69,70,3,1,6055
69,70,3,2,9154
69,70,3,3,14911
69,70,3,4,23036
69,70,3,5,26170
69,70,3,6,32811
69,70,3,7,37942
69,70,3,8,42166
69,70,3,9,47015
69,70,3,10,53253
69,70,4,1,908
69,70,4,2,1899
69,70,4,3,2455
69,70,4,4,3520
69,70,4,5,4641
69,70,4,6,5027
69,70,4,7,5854
69,70,4,8,7055
69,70,4,9,7531
69,70,4,10,8556
70,71,1,1,4089
70,71,1,2,7768
70,71,1,3,12039
70,71,1,4,14992
70,71,1,5,18776
70,71,1,6,22728
70,71,1,7,27650
70,71,1,8,31382
70,71,1,9,34712
70,71,1,10,38909
70,71,2,1,4930
70,71,2,2,8596
70,71,2,3,12770
70,71,2,4,18108
70,71,2,5,22785
70,71,2,6,26601
70,71,2,7,31100
70,71,2,8,34700
70,71,2,9,40320
70,71,2,10,44749
70,71,3,1,26381
70,71,3,2,61119
70,71,3,3,77078
70,71,3,4,119909
70,71,3,5,147271
70,71,3,6,165113
70,71,3,7,186346
70,71,3,8,221248
70,71,3,9,252670
70,71,3,10,278108
70,71,4,1,8674
70,71,4,2,15479
70,71,4,3,25049
70,71,4,4,33109
70,71,4,5,38222
70,71,4,6,46894
70,71,4,7,58391
70,71,4,8,64300
70,71,4,9,72077
70,71,4,10,81418
71,72,1,1,14251
71,72,1,2,25565
71,72,1,3,38136
71,72,1,4,55372
71,72,1,5,63294
71,72,1,6,81628
71,72,1,7,89168
71,72,1,8,105026
71,72,1,9,121574
71,72,1,10,133653
71,72,2,1,9580
71,72,2,2,18586
71,72,2,3,29746
71,72,2,4,39815
71,72,2,5,44948
71,72,2,6,61047
71,72,2,7,67126
71,72,2,8,79842
71,72,2,9,87875
71,72,2,10,98508
71,72,3,1,84886
71,72,3,2,180730
71,72,3,3,328207
71,72,3,4,381106
71,72,3,5,466471
71,72,3,6,554388
71,72,3,7,691008
71,72,3,8,787367
71,72,3,9,854389
71,72,3,10,966224
71,72,4,1,8901
71,72,4,2,19776
71,72,4,3,25325
71,72,4,4,37986
71,72,4,5,44848
71,72,4,6,56337
71,72,4,7,64808
71,72,4,8,71460
71,72,4,9,82561
71,72,4,10,92670
72,73,1,1,6864
72,73,1,2,14042
72,73,1,3,20200
72,73,1,4,29247
72,73,1,5,33228
72,73,1,6,38339
72,73,1,7,50427
72,73,1,8,56179
72,73,1,9,60802
72,73,1,10,67763
72,73,2,1,4109
72,73,2,2,7928
72,73,2,3,11099
72,73,2,4,14300
72,73,2,5,16820
72,73,2,6,20525
72,73,2,7,25723
72,73,2,8,28065
72,73,2,9,31610
72,73,2,10,36066
72,73,3,1,46099
72,73,3,2,80773
72,73,3,3,139742
72,73,3,4,184474
72,73,3,5,245245
72,73,3,6,288169
72,73,3,7,325282
72,73,3,8,372134
72,73,3,9,412471
72,73,3,10,464569
72,73,4,1,4038
72,73,4,2,8357
72,73,4,3,12285
72,73,4,4,14019
72,73,4,5,17183
72,73,4,6,22971
72,73,4,7,27069
72,73,4,8,29418
72,73,4,9,34797
72,73,4,10,38564
73,74,1,1,30606
73,74,1,2,58085
73,74,1,3,97265
73,74,1,4,127030
73,74,1,5,159036
73,74,1,6,186962
73,74,1,7,210947
73,74,1,8,250171
73,74,1,9,276366
73,74,1,10,308492
73,74,2,1,18239
73,74,2,2,33455
73,74,2,3,56525
73,74,2,4,69403
73,74,2,5,86335
73,74,2,6,109935
73,74,2,7,126764
73,74,2,8,144494
73,74,2,9,165012
73,74,2,10,182622
73,74,3,1,184448
73,74,3,2,393763
73,74,3,3,569171
73,74,3,4,722104
73,74,3,5,931094
73,74,3,6,1165082
73,74,3,7,1323553
73,74,3,8,1502768
73,74,3,9,1710068
73,74,3,10,1896609
73,74,4,1,20973
73,74,4,2,40420
73,74,4,3,61439
73,74,4,4,79008
73,74,4,5,96265
73,74,4,6,117778
73,74,4,7,138148
73,74,4,8,157665
73,74,4,9,176893
73,74,4,10,196286
74,75,1,1,189
74,75,1,2,486
74,75,1,3,666
74,75,1,4,876
74,75,1,5,1094
74,75,1,6,1275
74,75,1,7,1537
74,75,1,8,1728
74,75,1,9,2011
74,75,1,10,2189
74,75,2,1,160
74,75,2,2,295
74,75,2,3,396
74,75,2,4,568
74,75,2,5,739
74,75,2,6,807
74,75,2,7,976
74,75,2,8,1124
74,75,2,9,1275
74,75,2,10,1419
74,75,3,1,1327
74,75,3,2,2535
74,75,3,3,3263
74,75,3,4,4437
74,75,3,5,6257
74,75,3,6,6937
74,75,3,7,8493
74,75,3,8,9232
74,75,3,9,10790
74,75,3,10,11856
74,75,4,1,261
74,75,4,2,463
74,75,4,3,655
74,75,4,4,961
74,75,4,5,1063
74,75,4,6,1411
74,75,4,7,1460
74,75,4,8,1795
74,75,4,9,1977
74,75,4,10,2246
