Cluster,Product,Period,Demand
65,4,4,8.0
65,4,5,7.0
65,4,6,13.0
65,4,7,12.0
65,4,8,12.0
65,4,9,12.0
65,4,10,10.0
66,1,1,32292.0
66,1,2,30109.0
66,1,3,32819.0
66,1,4,29078.0
66,1,5,34179.0
66,1,6,31430.0
66,1,7,28878.0
66,1,8,29785.0
66,1,9,37173.0
66,1,10,30868.0
66,2,1,21590.0
66,2,2,21919.0
66,2,3,19020.0
66,2,4,21814.0
66,2,5,26198.0
66,2,6,17897.0
66,2,7,20427.0
66,2,8,25369.0
66,2,9,22686.0
66,2,10,22229.0
66,3,1,199518.0
66,3,2,196228.0
66,3,3,198062.0
66,3,4,157977.0
66,3,5,258830.0
66,3,6,159010.0
66,3,7,203044.0
66,3,8,194085.0
66,3,9,190831.0
66,3,10,199675.0
66,4,1,28458.0
66,4,2,30365.0
66,4,3,28601.0
66,4,4,28609.0
66,4,5,26291.0
66,4,6,35041.0
66,4,7,23417.0
66,4,8,28291.0
66,4,9,29297.0
66,4,10,27886.0
67,1,1,1549.0
67,1,2,1224.0
67,1,3,2391.0
67,1,4,1295.0
67,1,5,1581.0
67,1,6,1657.0
67,1,7,876.0
67,1,8,1854.0
67,1,9,1551.0
67,1,10,1571.0
67,2,1,1134.0
67,2,2,1290.0
67,2,3,715.0
67,2,4,1588.0
67,2,5,675.0
67,2,6,1237.0
67,2,7,1149.0
67,2,8,1302.0
67,2,9,682.0
67,2,10,1154.0
67,3,1,7164.0
67,3,2,7494.0
67,3,3,7158.0
67,3,4,7314.0
67,3,5,7111.0
67,3,6,6861.0
67,3,7,8847.0
67,3,8,5070.0
67,3,9,9619.0
67,3,10,6382.0
67,4,1,1250.0
67,4,2,843.0
67,4,3,1452.0
67,4,4,1431.0
67,4,5,903.0
67,4,6,1191.0
67,4,7,1180.0
67,4,8,817.0
67,4,9,1175.0
67,4,10,1175.0
68,1,1,118.0
68,1,2,69.0
68,1,3,152.0
68,1,4,39.0
68,1,5,95.0
68,1,6,165.0
68,1,7,104.0
68,1,8,144.0
68,1,9,69.0
68,1,10,91.0
68,2,1,199.0
68,2,2,93.0
68,2,3,215.0
68,2,4,206.0
68,2,5,100.0
68,2,6,210.0
68,2,7,85.0
68,2,8,202.0
68,2,9,171.0
68,2,10,192.0
68,3,1,728.0
68,3,2,764.0
68,3,3,592.0
68,3,4,634.0
68,3,5,431.0
68,3,6,1299.0
68,3,7,176.0
68,3,8,1130.0
68,3,9,630.0
68,3,10,458.0
68,4,1,274.0
68,4,2,364.0
68,4,3,234.0
68,4,4,375.0
68,4,5,103.0
68,4,6,382.0
68,4,7,152.0
68,4,8,468.0
68,4,9,141.0
68,4,10,377.0
69,1,1,1294.0
69,1,2,1631.0
69,1,3,842.0
69,1,4,1074.0
69,1,5,1674.0
69,1,6,977.0
69,1,7,1352.0
69,1,8,1672.0
69,1,9,710.0
69,1,10,1726.0
69,2,1,610.0
69,2,2,684.0
69,2,3,497.0
69,2,4,435.0
69,2,5,586.0
69,2,6,749.0
69,2,7,831.0
69,2,8,410.0
69,2,9,570.0
69,2,10,670.0
69,3,1,6055.0
69,3,2,3099.0
69,3,3,5757.0
69,3,4,8125.0
69,3,5,3134.0
69,3,6,6641.0
69,3,7,5131.0
69,3,8,4224.0
69,3,9,4849.0
69,3,10,6238.0
69,4,1,908.0
69,4,2,991.0
69,4,3,556.0
69,4,4,1065.0
69,4,5,1121.0
69,4,6,386.0
69,4,7,827.0
69,4,8,1201.0
69,4,9,476.0
69,4,10,1025.0
70,1,1,4089.0
70,1,2,3679.0
70,1,3,4271.0
70,1,4,2953.0
70,1,5,3784.0
70,1,6,3952.0
70,1,7,4922.0
70,1,8,3732.0
70,1,9,3330.0
70,1,10,4197.0
70,2,1,4930.0
70,2,2,3666.0
70,2,3,4174.0
70,2,4,5338.0
70,2,5,4677.0
70,2,6,3816.0
70,2,7,4499.0
70,2,8,3600.0
70,2,9,5620.0
70,2,10,4429.0
70,3,1,26381.0
70,3,2,34738.0
70,3,3,15959.0
70,3,4,42831.0
70,3,5,27362.0
70,3,6,17846.0
70,3,7,21233.0
70,3,8,34902.0
70,3,9,31422.0
70,3,10,25438.0
70,4,1,8674.0
70,4,2,6805.0
70,4,3,9570.0
70,4,4,8060.0
70,4,5,5113.0
70,4,6,8672.0
70,4,7,11497.0
70,4,8,5909.0
70,4,9,7777.0
70,4,10,9341.0
71,1,1,14251.0
71,1,2,11314.0
71,1,3,12571.0
71,1,4,17236.0
71,1,5,7922.0
71,1,6,18334.0
71,1,7,7540.0
71,1,8,15858.0
71,1,9,16548.0
71,1,10,12079.0
71,2,1,9580.0
71,2,2,9006.0
71,2,3,11160.0
71,2,4,10069.0
71,2,5,5133.0
71,2,6,16099.0
71,2,7,6112.0
71,2,8,12716.0
71,2,9,8033.0
71,2,10,10633.0
71,3,1,84886.0
71,3,2,95844.0
71,3,3,147477.0
71,3,4,52899.0
71,3,5,85365.0
71,3,6,88049.0
71,3,7,136620.0
71,3,8,96359.0
71,3,9,67022.0
71,3,10,111835.0
71,4,1,8901.0
71,4,2,10875.0
71,4,3,5549.0
71,4,4,12661.0
71,4,5,6862.0
71,4,6,11489.0
71,4,7,8471.0
71,4,8,6652.0
71,4,9,11101.0
71,4,10,10109.0
72,1,1,6864.0
72,1,2,7178.0
72,1,3,6158.0
72,1,4,9047.0
72,1,5,3981.0
72,1,6,5111.0
72,1,7,12088.0
72,1,8,5752.0
72,1,9,4623.0
72,1,10,6961.0
72,2,1,4109.0
72,2,2,3819.0
72,2,3,3171.0
72,2,4,3201.0
72,2,5,2520.0
72,2,6,3705.0
72,2,7,5198.0
72,2,8,2342.0
72,2,9,3545.0
72,2,10,4456.0
72,3,1,46099.0
72,3,2,34674.0
72,3,3,58969.0
72,3,4,44732.0
72,3,5,60771.0
72,3,6,42924.0
72,3,7,37113.0
72,3,8,46852.0
72,3,9,40337.0
72,3,10,52098.0
72,4,1,4038.0
72,4,2,4319.0
72,4,3,3928.0
72,4,4,1734.0
72,4,5,3164.0
72,4,6,5788.0
72,4,7,4098.0
72,4,8,2349.0
72,4,9,5379.0
72,4,10,3767.0
73,1,1,30606.0
73,1,2,27479.0
73,1,3,39180.0
73,1,4,29765.0
73,1,5,32006.0
73,1,6,27926.0
73,1,7,23985.0
73,1,8,39224.0
73,1,9,26195.0
73,1,10,32126.0
73,2,1,18239.0
73,2,2,15216.0
73,2,3,23070.0
73,2,4,12878.0
73,2,5,16932.0
73,2,6,23600.0
73,2,7,16829.0
73,2,8,17730.0
73,2,9,20518.0
73,2,10,17610.0
73,3,1,184448.0
73,3,2,209315.0
73,3,3,175408.0
73,3,4,152933.0
73,3,5,209251.0
73,3,6,233988.0
73,3,7,158471.0
73,3,8,179215.0
73,3,9,207300.0
73,3,10,186541.0
73,4,1,20973.0
73,4,2,19447.0
73,4,3,21019.0
73,4,4,17569.0
73,4,5,17257.0
73,4,6,21513.0
73,4,7,20447.0
73,4,8,19517.0
73,4,9,19228.0
73,4,10,19393.0
74,1,1,189.0
74,1,2,297.0
74,1,3,180.0
74,1,4,210.0
74,1,5,218.0
74,1,6,181.0
74,1,7,262.0
74,1,8,191.0
74,1,9,283.0
74,1,10,178.0
74,2,1,160.0
74,2,2,135.0
74,2,3,101.0
74,2,4,172.0
74,2,5,171.0
74,2,6,68.0
74,2,7,169.0
74,2,8,148.0
74,2,9,151.0
74,2,10,144.0
74,3,1,1327.0
74,3,2,1208.0
74,3,3,728.0
74,3,4,1174.0
74,3,5,1820.0
74,3,6,680.0
74,3,7,1556.0
74,3,8,739.0
74,3,9,1558.0
74,3,10,1066.0
74,4,1,261.0
74,4,2,202.0
74,4,3,192.0
74,4,4,306.0
74,4,5,102.0
74,4,6,348.0
74,4,7,49.0
74,4,8,335.0
74,4,9,182.0
74,4,10,269.0
